단지코드,총세대수,지역,공가수,지하철역수,버스정류장수,등록차량수,전용면적_10_30,전용면적_30_40,전용면적_40_50,전용면적_50_100,전용면적_100이상,임대보증금,임대료,상가비율,아파트비율,공급유형_공공임대비율,공급유형_국민임대비율,공급유형_영구임대비율,공급유형_임대상가비율,공급유형_장기전세비율,공급유형_행복주택비율
C1379,324,경기도,10.0,0.0,2.0,294.0,0,204,120,0,0,14436296.296296297,109723.70370370371,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1386,1497,전라남도,15.0,0.0,5.0,1145.0,0,841,656,0,0,14608903.13961256,82487.65531062124,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1656,531,전라남도,7.0,0.0,2.0,257.0,0,104,251,176,0,16120862.52354049,119227.58945386064,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2526,355,경상북도,16.0,0.0,2.0,321.0,0,92,0,263,0,15630659.154929578,109412.81690140846,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1022,389,경기도,4.0,0.0,4.0,450.0,0,0,389,0,0,24665000.0,221980.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1896,712,경기도,3.0,0.0,2.0,845.0,0,252,318,142,0,25734095.505617976,222230.14044943822,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1269,561,경기도,1.0,0.0,3.0,643.0,0,153,156,252,0,20079673.796791445,210895.08021390374,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1916,816,경기도,2.0,1.0,4.0,752.0,0,279,274,263,0,20703036.76470588,210027.47549019608,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2070,898,경기도,6.0,0.0,3.0,735.0,0,242,234,422,0,22199692.650334075,231190.3118040089,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1967,581,경기도,6.0,0.0,3.0,639.0,0,238,343,0,0,15373843.373493975,180346.8674698795,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2021,851,경기도,7.0,0.0,3.0,902.0,0,225,347,279,0,16931710.928319626,198826.6627497062,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1143,693,경기도,3.0,1.0,11.0,632.0,0,455,238,0,0,16995676.767676767,179170.9090909091,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2188,136,경기도,3.0,0.0,2.0,125.0,0,136,0,0,0,19221000.0,175780.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2651,225,경기도,5.0,0.0,2.0,282.0,0,113,112,0,0,20773004.444444444,193106.53333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1036,742,경기도,13.0,0.0,3.0,1279.0,0,135,387,220,0,34129614.55525606,231072.8436657682,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2657,866,경기도,7.0,0.0,4.0,782.0,0,238,464,164,0,31637011.54734411,219201.40877598152,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1502,407,울산광역시,7.0,0.0,5.0,438.0,0,0,407,0,0,19895000.0,160400.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2262,720,울산광역시,30.0,0.0,4.0,540.0,0,248,187,285,0,23855869.444444444,190589.33333333334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1084,280,경상북도,2.0,0.0,2.0,226.0,0,96,136,48,0,16039200.0,109413.14285714286,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2530,307,강원도,19.0,0.0,5.0,302.0,0,53,45,209,0,32256602.60586319,286164.2996742671,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1046,232,강원도,9.0,0.0,4.0,156.0,0,174,0,58,0,17341500.0,191992.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1761,602,강원도,18.0,0.0,2.0,730.0,0,150,236,216,0,20254591.362126246,200635.74750830565,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1102,522,강원도,21.0,0.0,7.0,417.0,0,180,252,90,0,16273724.137931034,182689.3103448276,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2420,457,대구광역시,3.0,1.0,8.0,505.0,0,119,78,260,0,29287916.849015318,202103.47921225382,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1122,808,대구광역시,7.0,2.0,2.0,1077.0,0,219,589,0,0,22401170.792079207,153264.3688118812,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2042,712,대구광역시,13.0,2.0,7.0,757.0,0,129,583,0,0,22962075.84269663,157078.91853932585,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1410,356,충청북도,10.0,0.0,3.0,815.0,0,208,0,148,0,13765696.629213484,112590.67415730337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1706,467,경기도,7.0,1.0,5.0,362.0,0,160,0,307,0,26052852.248394005,218306.9164882227,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1307,506,경기도,9.0,0.0,3.0,504.0,0,155,164,187,0,33141411.067193676,237617.03557312253,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2601,243,경기도,7.0,0.0,3.0,281.0,0,0,0,243,0,45466283.95061728,301334.7736625514,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1085,525,경기도,4.0,0.0,2.0,521.0,0,270,255,0,0,15723885.714285715,132970.57142857142,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2385,445,경기도,4.0,0.0,4.0,552.0,0,0,240,205,0,27762168.539325844,189772.35955056178,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1059,514,전라북도,7.0,0.0,8.0,246.0,0,256,258,0,0,16961961.089494165,103446.49805447471,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1819,330,전라남도,15.0,0.0,1.0,272.0,0,0,0,330,0,18934272.727272727,126521.81818181818,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2325,378,전라북도,3.0,0.0,1.0,293.0,0,118,176,84,0,14330439.153439153,84453.96825396825,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2394,277,충청남도,20.0,0.0,2.0,254.0,0,86,102,89,0,54385896.750902526,60825.63176895307,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1133,856,전라북도,10.0,0.0,3.0,842.0,0,356,390,110,0,23492362.14953271,136829.8831775701,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1281,646,전라북도,4.0,0.0,3.0,484.0,0,433,213,0,0,20164393.18885449,119394.65944272446,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1194,511,제주특별자치도,3.0,0.0,4.0,585.0,0,0,0,511,0,20121144.81409002,236586.49706457925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2308,285,강원도,3.0,0.0,1.0,244.0,0,0,0,285,0,13390505.263157895,196200.2105263158,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2036,256,강원도,2.0,0.0,1.0,258.0,0,0,174,82,0,19476710.9375,132089.765625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1394,466,전라북도,0.0,0.0,1.0,271.0,0,245,221,0,0,12493364.806866953,92245.30042918454,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1180,314,전라북도,15.0,0.0,1.0,311.0,0,0,0,314,0,18010910.82802548,102080.31847133758,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2503,382,제주특별자치도,7.0,0.0,2.0,327.0,0,228,154,0,0,15003382.19895288,120723.4554973822,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1907,212,제주특별자치도,7.0,0.0,3.0,207.0,0,109,103,0,0,12333415.094339622,103278.82075471699,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2181,872,충청북도,15.0,0.0,6.0,683.0,0,542,135,195,0,12199112.385321101,112914.47247706422,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1768,508,충청북도,4.0,0.0,1.0,670.0,0,0,0,508,0,15762688.976377953,149560.6692913386,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1783,594,대구광역시,16.0,1.0,6.0,570.0,0,180,210,204,0,25853595.95959596,176619.19191919192,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2192,514,충청북도,16.0,0.0,2.0,324.0,0,352,162,0,0,11841260.700389106,102705.87548638132,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2346,558,충청북도,12.0,0.0,3.0,553.0,0,0,194,364,0,16074569.892473118,140073.7634408602,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2680,758,경상남도,19.0,0.0,7.0,590.0,0,486,272,0,0,22048725.593667544,115416.4907651715,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2631,812,경상남도,2.0,0.0,3.0,638.0,0,322,204,286,0,20426721.674876846,103248.64532019704,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2141,504,경상남도,2.0,0.0,6.0,495.0,0,120,384,0,0,26544714.285714287,206454.7619047619,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2099,332,강원도,3.0,0.0,2.0,383.0,0,80,196,56,0,12723506.024096385,104877.22891566265,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2287,409,충청북도,18.0,0.0,3.0,284.0,0,63,281,65,0,13627953.545232274,113428.67970660147,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2055,773,충청북도,22.0,0.0,4.0,723.0,0,257,336,180,0,23228993.531694695,169709.12031047867,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1428,375,강원도,6.0,0.0,2.0,333.0,0,109,182,84,0,19654925.333333332,163828.66666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2522,747,강원도,13.0,0.0,2.0,610.0,0,381,186,180,0,19362184.73895582,158182.61044176706,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2560,372,강원도,3.0,0.0,1.0,481.0,0,0,0,372,0,16727838.709677419,214235.48387096773,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2603,538,충청북도,9.0,0.0,2.0,509.0,0,0,419,119,0,18537325.278810408,129137.02602230484,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1965,498,충청북도,13.0,0.0,5.0,500.0,0,258,180,60,0,15797000.0,124788.55421686747,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1660,718,경상남도,13.0,0.0,3.0,512.0,0,180,178,360,0,17491941.504178274,111799.86072423398,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2378,818,경기도,25.0,0.0,12.0,901.0,0,0,0,818,0,18597623.47188264,236875.08557457212,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1268,1035,경기도,21.0,0.0,16.0,934.0,0,384,453,198,0,18430182.608695652,188233.6231884058,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1994,431,경상남도,3.0,0.0,1.0,496.0,0,0,203,228,0,16408714.617169373,106104.36194895592,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1837,467,경상남도,21.0,0.0,4.0,398.0,0,232,117,118,0,14624143.46895075,125003.06209850108,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1000,566,충청북도,10.0,0.0,1.0,481.0,0,419,72,75,0,11897252.650176678,107462.27915194347,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1448,1116,광주광역시,25.0,0.0,2.0,1284.0,0,0,640,476,0,29277505.376344085,164258.9964157706,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1516,456,전라남도,8.0,0.0,1.0,475.0,0,314,142,0,0,9786074.56140351,78749.4298245614,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2670,648,전라북도,9.0,0.0,2.0,435.0,0,504,0,144,0,16239962.962962963,114225.55555555556,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1365,875,경기도,5.0,0.0,2.0,945.0,0,66,89,720,0,53779358.85714286,340142.5028571429,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1360,443,경상북도,22.0,0.0,2.0,375.0,0,172,199,72,0,14131178.329571106,100778.23927765236,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1406,1647,대전광역시,13.0,0.0,2.0,1350.0,0,1173,238,236,0,27027850.03035823,150981.80327868852,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1566,462,전라남도,13.0,0.0,6.0,284.0,0,298,80,84,0,14630216.45021645,105660.12987012987,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1227,806,경상남도,7.0,0.0,1.0,823.0,160,335,107,204,0,21808465.260545906,229657.22084367246,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1572,937,경상남도,32.0,0.0,3.0,479.0,0,590,234,113,0,37551807.89754536,76641.73959445038,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1773,840,경기도,15.0,0.0,4.0,614.0,141,315,272,112,0,29663489.285714287,286476.6904761905,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1677,1144,경기도,9.0,0.0,4.0,1101.0,240,378,276,250,0,29854120.62937063,257134.66783216782,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1344,424,서울특별시,0.0,0.0,3.0,509.0,0,0,0,300,0,118682590.0,430622.73333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2692,499,경상북도,19.0,0.0,2.0,437.0,0,334,105,60,0,13341228.456913827,102301.10220440882,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2505,200,경상북도,2.0,0.0,2.0,163.0,0,150,50,0,0,10031250.0,84545.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2587,603,경상북도,23.0,0.0,3.0,589.0,0,334,72,197,0,18598666.666666668,122769.83416252072,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1316,107,충청남도,7.0,0.0,2.0,22.0,0,96,0,11,0,34825510.280373834,33401.86915887851,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1674,318,전라남도,4.0,0.0,1.0,322.0,0,190,128,0,0,13016465.408805031,103668.8679245283,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1713,656,경상남도,2.0,0.0,1.0,566.0,0,454,90,112,0,14529064.024390243,139566.6463414634,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1845,306,강원도,0.0,0.0,3.0,277.0,0,156,120,30,0,19120568.62745098,223888.82352941178,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2082,970,경기도,19.0,0.0,2.0,822.0,176,332,326,136,0,38670816.49484536,263041.54639175255,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1328,992,경기도,36.0,0.0,15.0,770.0,160,410,262,160,0,65818409.27419355,138239.4758064516,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2565,1006,경상북도,33.0,0.0,3.0,1090.0,0,219,397,390,0,20177237.574552685,196099.662027833,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1804,478,경기도,3.0,0.0,3.0,951.0,0,0,0,26,0,87633923.07692307,582199.2307692308,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1397,370,서울특별시,9.0,0.0,3.0,1595.0,51,0,73,246,0,184305356.75675675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
C2255,560,충청남도,2.0,0.0,2.0,410.0,238,178,144,0,0,14176458.57142857,101709.53571428571,0.0,1.0,0.0,0.8709126053100648,0.12908739468993527,0.0,0.0,0.0
C1343,600,경기도,8.0,1.0,4.0,549.0,0,215,281,104,0,22975891.666666668,210760.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2479,679,경기도,13.0,0.0,2.0,647.0,0,280,274,125,0,31036259.20471281,268459.13107511046,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2352,1065,서울특별시,7.0,0.0,4.0,793.0,192,557,316,0,0,26451523.943661973,266438.9671361502,0.0,1.0,0.0,0.8703002163642536,0.12969978363574633,0.0,0.0,0.0
C1310,1037,강원도,17.0,0.0,6.0,1084.0,150,630,105,152,0,16826540.98360656,140237.0588235294,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1738,715,경상남도,13.0,0.0,3.0,682.0,0,480,156,79,0,15089556.643356644,120311.59440559441,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1863,1099,충청북도,24.0,0.0,4.0,733.0,154,505,440,0,0,18940626.933575977,156320.42766151048,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1426,374,경상북도,2.0,0.0,2.0,262.0,96,118,0,160,0,15494673.796791444,172429.83957219252,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2659,504,경기도,3.0,1.0,3.0,365.0,116,278,110,0,0,23455865.07936508,227272.34126984127,0.0,1.0,0.0,0.8775704179696857,0.12242958203031429,0.0,0.0,0.0
C2489,1128,부산광역시,36.0,0.0,4.0,950.0,0,0,410,718,0,23592769.5035461,285393.3510638298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2211,304,전라남도,4.0,0.0,1.0,244.0,0,268,36,0,0,9687473.684210526,89997.1052631579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2314,600,대전광역시,13.0,0.0,2.0,343.0,260,268,72,0,0,12589446.666666666,133805.06666666668,0.0,1.0,0.0,0.6610635316746395,0.3389364683253604,0.0,0.0,0.0
C1861,690,전라북도,16.0,0.0,3.0,613.0,404,0,224,62,0,12156136.231884059,164142.60869565216,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2389,690,충청북도,21.0,0.0,3.0,561.0,0,375,135,180,0,13077978.260869564,108324.13043478261,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1490,749,충청북도,24.0,0.0,3.0,899.0,0,0,0,655,0,33664603.05343512,401757.25190839695,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1024,680,서울특별시,2.0,0.0,3.0,957.0,0,0,0,477,0,91863844.86373165,879890.9224318658,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1788,376,경상남도,28.0,0.0,3.0,412.0,0,0,0,376,0,33840425.5319149,374574.4680851064,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2620,1029,전라남도,28.0,0.0,6.0,1709.0,0,0,0,906,0,31442211.9205298,534917.2185430464,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1286,919,전라남도,27.0,0.0,2.0,881.0,0,0,0,919,0,33945048.96626768,578509.2491838955,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2085,969,서울특별시,0.0,0.0,3.0,1595.0,0,0,0,969,0,99032241.48606811,470911.3415892673,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1089,368,전라남도,14.0,0.0,2.0,309.0,0,230,87,51,0,11091478.260869564,100418.58695652174,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2237,70,충청남도,7.0,0.0,2.0,55.0,0,62,8,0,0,9183657.142857144,62653.142857142855,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1341,922,광주광역시,7.0,0.0,1.0,442.0,250,516,156,0,0,14124980.477223428,152060.75921908894,0.0,1.0,0.0,0.8128926419558956,0.18710735804410442,0.0,0.0,0.0
C1338,622,부산광역시,13.0,1.0,3.0,551.0,0,0,504,118,0,27136819.93569132,226095.46623794214,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1969,1366,대구광역시,29.0,0.0,2.0,886.0,304,794,268,0,0,13017891.654465593,175735.79795021962,0.0,1.0,0.0,0.9045667403111662,0.09543325968883379,0.0,0.0,0.0
C2274,1122,충청북도,34.0,0.0,3.0,713.0,296,446,380,0,0,17727262.03208556,148399.42959001783,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1699,752,경기도,7.0,0.0,7.0,606.0,0,438,138,176,0,29343167.55319149,263969.49468085106,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2251,886,경기도,16.0,0.0,3.0,870.0,34,282,450,120,0,31167602.708803613,260215.7336343115,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1340,552,전라북도,21.0,0.0,3.0,410.0,200,192,160,0,0,11754536.231884059,185103.6231884058,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2373,850,제주특별자치도,9.0,0.0,5.0,800.0,0,492,286,72,0,19647964.70588235,216273.50588235294,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1455,432,강원도,2.0,0.0,5.0,420.0,164,104,164,0,0,10792194.444444444,176163.42592592593,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1095,1256,경기도,37.0,0.0,3.0,505.0,66,458,418,314,0,22291187.89808917,227517.16560509554,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2137,960,경상북도,30.0,0.0,8.0,752.0,180,360,420,0,0,55213812.5,127973.125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1985,874,전라남도,28.0,0.0,4.0,630.0,0,376,322,176,0,16119686.498855835,223209.33638443935,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2583,1106,대전광역시,21.0,,2.0,982.0,240,722,144,0,0,12732233.273056058,176994.99095840869,0.0,1.0,0.0,0.8442524181808161,0.15574758181918394,0.0,0.0,0.0
C2450,483,경기도,8.0,0.0,5.0,451.0,0,262,173,48,0,29685960.66252588,276084.86542443064,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2329,1028,대구광역시,24.0,0.0,5.0,821.0,216,540,168,104,0,17039443.579766538,250171.67315175096,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1834,326,강원도,4.0,0.0,1.0,255.0,0,212,78,36,0,10482030.674846625,154910.49079754602,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1649,575,경상남도,15.0,,,855.0,0,0,0,575,0,55469565.217391305,461165.2173913043,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1848,532,광주광역시,9.0,0.0,3.0,625.0,0,0,0,532,0,38621650.375939846,494979.36090225563,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1743,791,대구광역시,16.0,1.0,1.0,1653.0,0,0,0,791,0,39911504.42477876,518470.2907711757,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1402,344,충청북도,16.0,0.0,2.0,498.0,0,0,0,344,0,48244186.04651163,480697.67441860464,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1103,935,강원도,31.0,0.0,2.0,787.0,269,232,268,166,0,14811838.502673797,211857.2834224599,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1129,1444,경기도,2.0,1.0,10.0,1668.0,0,0,0,1444,0,49310526.315789476,498584.2105263158,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1027,452,경상남도,21.0,0.0,5.0,207.0,0,262,190,0,0,19396278.761061948,254986.76991150444,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2377,1105,경상남도,22.0,0.0,3.0,579.0,0,774,140,191,0,19042975.56561086,252127.13122171946,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2431,472,경상남도,16.0,0.0,2.0,359.0,0,272,200,0,0,16798355.93220339,262944.406779661,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2661,354,제주특별자치도,12.0,0.0,6.0,330.0,140,110,104,0,0,12626841.807909604,180142.99435028248,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1263,268,충청북도,4.0,0.0,5.0,217.0,60,148,60,0,0,8841014.925373135,130981.94029850746,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1136,984,경기도,31.0,0.0,19.0,763.0,296,296,228,164,0,61508073.17073171,137799.1463414634,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2605,624,강원도,6.0,0.0,3.0,572.0,0,450,174,0,0,18127955.128205128,206377.59615384616,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2393,1546,경기도,1.0,1.0,2.0,922.0,248,1014,284,0,0,20368135.834411383,196544.20439844762,0.0,1.0,0.0,0.8050284875008126,0.19497151249918745,0.0,0.0,0.0
C1673,640,충청북도,22.0,0.0,1.0,526.0,180,280,180,0,0,12062281.25,163838.125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1017,1460,대전광역시,27.0,0.0,2.0,1246.0,324,580,556,0,0,21237783.561643835,240705.53424657535,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2539,396,충청남도,8.0,0.0,2.0,228.0,196,140,60,0,0,14218949.494949495,117208.9898989899,0.0,1.0,0.0,0.8859731201088806,0.11402687989111944,0.0,0.0,0.0
C1933,1022,광주광역시,8.0,0.0,3.0,1730.0,0,0,0,1022,0,38469667.318982385,543131.1154598825,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2316,1126,대구광역시,36.0,0.0,4.0,712.0,308,574,244,0,0,11383380.106571937,195695.57726465364,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2051,1164,세종특별자치시,0.0,0.0,3.0,780.0,0,0,0,1164,0,51434707.903780065,530738.8316151203,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2414,924,충청북도,13.0,0.0,4.0,1200.0,0,0,0,924,0,30709000.0,270660.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1301,340,대구광역시,19.0,0.0,4.0,202.0,120,220,0,0,0,12292117.647058824,163922.35294117648,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2612,1684,세종특별자치시,27.0,0.0,2.0,1832.0,682,620,382,0,0,14919596.19952494,193195.9619952494,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2627,580,전라남도,18.0,0.0,2.0,404.0,270,138,172,0,0,10254244.827586208,121929.8275862069,0.0,1.0,0.0,0.8516689472855022,0.14833105271449792,0.0,0.0,0.0
C2040,198,충청북도,11.0,0.0,2.0,336.0,0,0,0,198,0,55575757.57575758,540606.0606060605,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2609,556,제주특별자치도,17.0,0.0,2.0,555.0,196,160,200,0,0,14397798.56115108,204462.30215827338,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2001,540,경기도,10.0,0.0,8.0,417.0,210,182,148,0,0,14871851.851851853,160700.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1065,938,경상북도,37.0,0.0,3.0,1255.0,298,252,388,0,0,14613040.51172708,194887.526652452,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1363,2568,경기도,11.0,0.0,6.0,2550.0,1290,564,714,0,0,27705530.373831775,196367.80373831774,0.0,1.0,0.0,0.840492089481246,0.159507910518754,0.0,0.0,0.0
C2579,1058,경기도,16.0,0.0,4.0,751.0,474,368,133,83,0,28010896.030245747,215035.4820415879,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1048,368,경기도,15.0,0.0,3.0,243.0,176,128,64,0,0,26719869.56521739,217156.52173913043,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1210,1088,대구광역시,39.0,0.0,4.0,586.0,716,372,0,0,0,25390294.11764706,137525.90073529413,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
